SWIS Number,Site Name,Activity,Waste Type,Site Is Archived,Site Operational Status,Site Regulatory Status,Site Type,Latitude,Longitude,Point of Contact,Activity Is Archived,Activity Operational Status,Activity Regulatory Status,Activity Category,Activity Classification
58-AA-0033,Recology Ostrom Organics,Green Material Composting Facility,Agricultural,No,Active,Permitted,Non-Disposal Only,39.07343,-121.40866,Margaret Comotto,No,Planned,Proposed,Composting,Solid Waste Facility
58-AA-0033,Recology Ostrom Organics,Green Material Composting Facility,Food Wastes,No,Active,Permitted,Non-Disposal Only,39.07343,-121.40866,Margaret Comotto,No,Planned,Proposed,Composting,Solid Waste Facility
58-AA-0033,Recology Ostrom Organics,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,39.07343,-121.40866,Margaret Comotto,No,Planned,Proposed,Composting,Solid Waste Facility
34-AA-0191,"Waste Management Recycle America, LLC",Green Material Composting Facility,Construction/demolition,No,Active,Permitted,Non-Disposal Only,38.54306,-121.41306,Alyssa Williams,No,Active,Permitted,Composting,Solid Waste Facility
34-AA-0191,"Waste Management Recycle America, LLC",Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,38.54306,-121.41306,Alyssa Williams,No,Active,Permitted,Composting,Solid Waste Facility
45-AA-0063,Eddie Axner Recycle Yard,Green Material Composting Facility,Green Materials,No,Inactive,Notification,Non-Disposal Only,40.50112,-122.42549,Kelsey Orr,Yes,Active,Notification,Composting,Solid Waste Facility
33-AA-0297,SA Recycling,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,33.83781,-116.4054,Theodore Tasiopoulos,No,Active,Permitted,Composting,Solid Waste Facility
33-AA-0297,SA Recycling,Green Material Composting Facility,Wood waste,No,Active,Permitted,Non-Disposal Only,33.83781,-116.4054,Theodore Tasiopoulos,No,Active,Permitted,Composting,Solid Waste Facility
24-AA-0020,Highway 59 Compost Facility,Green Material Composting Facility,Green Materials,No,Active,Notification,Non-Disposal Only,37.39817,-120.50285,Harprit Mattu,No,Active,Notification,Composting,Solid Waste Facility
19-AA-0052,Chiquita Canyon Sanitary Landfill,Green Material Composting Facility,Food Wastes,No,Active,Permitted,Both Disposal and Non-Disposal,34.4295,-118.64661,Nai Teurn,No,Planned,Permitted,Composting,Solid Waste Facility
19-AA-0052,Chiquita Canyon Sanitary Landfill,Green Material Composting Facility,Green Materials,No,Active,Permitted,Both Disposal and Non-Disposal,34.4295,-118.64661,Nai Teurn,No,Planned,Permitted,Composting,Solid Waste Facility
15-AA-0301,Sharky Klian  Corcoran Road Site,Green Material Composting Facility,Green Materials,Yes,Closed,Unpermitted,Non-Disposal Only,35.66808,-119.57876,Christine Karl,Yes,Closed,Unpermitted,Composting,Solid Waste Facility
34-AC-0002,Folsom Materials Recovery & Composting,Green Material Composting Facility,Green Materials,Yes,Closed,Migration NULL,Non-Disposal Only,38.68972,-121.15611,Alyssa Williams,Yes,Closed,Surrendered,Composting,Solid Waste Facility
43-AA-0014,Palo Alto Composting Facility,Green Material Composting Facility,Green Materials,Yes,Absorbed,Permitted,Non-Disposal Only,37.45667,-122.10472,Eric Kiruja,Yes,Absorbed,Permitted,Composting,Solid Waste Facility
20-AA-0035,Yahweh`s Best,Green Material Composting Facility,Green Materials,Yes,Inactive,TBD (Pending Investigation) ,Non-Disposal Only,37.11667,-120.26667,Margaret Comotto,Yes,Inactive,To Be Determined,Composting,Solid Waste Facility
58-AA-0033,Recology Ostrom Organics,Green Material Composting Facility,Agricultural,No,Active,Permitted,Non-Disposal Only,39.07343,-121.40866,Margaret Comotto,No,Active,Permitted,Composting,Solid Waste Facility
58-AA-0033,Recology Ostrom Organics,Green Material Composting Facility,Food Wastes,No,Active,Permitted,Non-Disposal Only,39.07343,-121.40866,Margaret Comotto,No,Active,Permitted,Composting,Solid Waste Facility
58-AA-0033,Recology Ostrom Organics,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,39.07343,-121.40866,Margaret Comotto,No,Active,Permitted,Composting,Solid Waste Facility
24-AA-0029,Billy Wright Composting Facility,Green Material Composting Facility,Agricultural,No,Active,Notification,Non-Disposal Only,37.04268,-120.96817,Harprit Mattu,No,Active,Notification,Composting,Solid Waste Facility
24-AA-0029,Billy Wright Composting Facility,Green Material Composting Facility,Green Materials,No,Active,Notification,Non-Disposal Only,37.04268,-120.96817,Harprit Mattu,No,Active,Notification,Composting,Solid Waste Facility
28-AA-0023,City of Napa Composting Facility,Green Material Composting Facility,Green Materials,Yes,Absorbed,Surrendered,Non-Disposal Only,38.21034,-122.26576,Kate Whitney,Yes,Absorbed,Surrendered,Composting,Solid Waste Facility
30-AB-0384,TVI Gold Coast Recycling & Composting Fa,Green Material Composting Facility,Green Materials,Yes,Closed,Migration NULL,Non-Disposal Only,33.68694,-117.71655,Megan Emslander,Yes,Closed,Surrendered,Composting,Solid Waste Facility
30-AB-0384,TVI Gold Coast Recycling & Composting Fa,Green Material Composting Facility,Construction/demolition,Yes,Closed,Migration NULL,Non-Disposal Only,33.68694,-117.71655,Megan Emslander,Yes,Closed,Surrendered,Composting,Solid Waste Facility
31-AA-0001,Western Placer Waste Mgmt Authority MRF,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,38.83731,-121.34912,John Loane,No,Active,Permitted,Composting,Solid Waste Facility
40-AA-0017,Cold Canyon Landfill GrnMatCompFac,Green Material Composting Facility,Agricultural,Yes,Absorbed,Permitted,Non-Disposal Only,35.18694,-120.59694,Candice Houghton,Yes,Absorbed,Permitted,Composting,Solid Waste Facility
40-AA-0017,Cold Canyon Landfill GrnMatCompFac,Green Material Composting Facility,Construction/demolition,Yes,Absorbed,Permitted,Non-Disposal Only,35.18694,-120.59694,Candice Houghton,Yes,Absorbed,Permitted,Composting,Solid Waste Facility
40-AA-0017,Cold Canyon Landfill GrnMatCompFac,Green Material Composting Facility,Green Materials,Yes,Absorbed,Permitted,Non-Disposal Only,35.18694,-120.59694,Candice Houghton,Yes,Absorbed,Permitted,Composting,Solid Waste Facility
40-AA-0017,Cold Canyon Landfill GrnMatCompFac,Green Material Composting Facility,Wood waste,Yes,Absorbed,Permitted,Non-Disposal Only,35.18694,-120.59694,Candice Houghton,Yes,Absorbed,Permitted,Composting,Solid Waste Facility
57-AA-0023,Valley By-Products/Wood & Yard Operation,Green Material Composting Facility,Green Materials,Yes,Closed,Permitted,Non-Disposal Only,38.73333,-121.8,Alyssa Williams,Yes,Closed,Permitted,Composting,Solid Waste Facility
57-AA-0023,Valley By-Products/Wood & Yard Operation,Green Material Composting Facility,Wood waste,Yes,Closed,Permitted,Non-Disposal Only,38.73333,-121.8,Alyssa Williams,Yes,Closed,Permitted,Composting,Solid Waste Facility
50-AA-0015,Recology Blossom Valley Organics N Hamme,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,37.72523,-121.10847,Justin Vlach,No,Active,Permitted,Composting,Solid Waste Facility
43-AN-0007,Zanker Road Resource Recovery Operation,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,37.43325,-121.95713,Eric Kiruja,No,Active,Permitted,Composting,Solid Waste Facility
48-AA-0084,Potrero Hills Compost Facility,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,38.21748,-121.98855,Harprit Mattu,No,Active,Permitted,Composting,Solid Waste Facility
48-AA-0084,Potrero Hills Compost Facility,Green Material Composting Facility,Wood waste,No,Active,Permitted,Non-Disposal Only,38.21748,-121.98855,Harprit Mattu,No,Active,Permitted,Composting,Solid Waste Facility
37-AA-0948,Lucidi Frams,Green Material Composting Facility,Green Materials,Yes,Closed,Surrendered,Non-Disposal Only,32.97986,-116.97428,Cody Oquendo,Yes,Closed,Surrendered,Composting,Solid Waste Facility
30-AB-0367,Aguinaga Fertilizer Inc.,Green Material Composting Facility,Green Materials,Yes,Closed,Permitted,Non-Disposal Only,33.67785,-117.71473,Megan Emslander,Yes,Closed,Permitted,Composting,Solid Waste Facility
30-AB-0367,Aguinaga Fertilizer Inc.,Green Material Composting Facility,Agricultural,Yes,Closed,Permitted,Non-Disposal Only,33.67785,-117.71473,Megan Emslander,Yes,Closed,Permitted,Composting,Solid Waste Facility
30-AB-0369,Tierra Verde Industries,Green Material Composting Facility,Green Materials,Yes,Closed,Surrendered,Non-Disposal Only,33.68498,-117.71506,Megan Emslander,Yes,Closed,Surrendered,Composting,Solid Waste Facility
30-AB-0369,Tierra Verde Industries,Green Material Composting Facility,Agricultural,Yes,Closed,Surrendered,Non-Disposal Only,33.68498,-117.71506,Megan Emslander,Yes,Closed,Surrendered,Composting,Solid Waste Facility
23-AA-0029,"Cold Creek Compost, Inc.",Green Material Composting Facility,Agricultural,No,Active,Permitted,Non-Disposal Only,39.2514,-123.10071,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
23-AA-0029,"Cold Creek Compost, Inc.",Green Material Composting Facility,Ash,No,Active,Permitted,Non-Disposal Only,39.2514,-123.10071,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
23-AA-0029,"Cold Creek Compost, Inc.",Green Material Composting Facility,Food Wastes,No,Active,Permitted,Non-Disposal Only,39.2514,-123.10071,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
23-AA-0029,"Cold Creek Compost, Inc.",Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,39.2514,-123.10071,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
23-AA-0029,"Cold Creek Compost, Inc.",Green Material Composting Facility,Manure,No,Active,Permitted,Non-Disposal Only,39.2514,-123.10071,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
16-AA-0026,Tulare Lake Compost,Green Material Composting Facility,Agricultural,No,Active,Permitted,Non-Disposal Only,35.96668,-119.88662,Harprit Mattu,Yes,Planned,Permitted,Composting,Solid Waste Facility
16-AA-0026,Tulare Lake Compost,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,35.96668,-119.88662,Harprit Mattu,Yes,Planned,Permitted,Composting,Solid Waste Facility
16-AA-0026,Tulare Lake Compost,Green Material Composting Facility,Sludge (BioSolids),No,Active,Permitted,Non-Disposal Only,35.96668,-119.88662,Harprit Mattu,Yes,Planned,Permitted,Composting,Solid Waste Facility
43-AM-0001,City of Palo Alto Refuse Disposal Site,Green Material Composting Facility,Green Materials,No,Closed,Permitted,Both Disposal and Non-Disposal,37.44932,-122.1074,Janelle Heinzler,No,Closed,Permitted,Composting,Solid Waste Facility
39-AA-0051,Central Valley Compost,Green Material Composting Facility,Agricultural,No,Active,Permitted,Non-Disposal Only,37.84812,-121.30781,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
39-AA-0051,Central Valley Compost,Green Material Composting Facility,Construction/demolition,No,Active,Permitted,Non-Disposal Only,37.84812,-121.30781,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
39-AA-0051,Central Valley Compost,Green Material Composting Facility,Food Wastes,No,Active,Permitted,Non-Disposal Only,37.84812,-121.30781,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
39-AA-0051,Central Valley Compost,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,37.84812,-121.30781,Christine Karl,No,Active,Permitted,Composting,Solid Waste Facility
36-AA-0457,Ecology Auto Parts,Green Material Composting Facility,Green Materials,Yes,Closed,Notification,Non-Disposal Only,34.05592,-117.36823,Megan Emslander,Yes,Closed,Notification,Composting,Solid Waste Facility
36-AA-0457,Ecology Auto Parts,Green Material Composting Facility,Wood waste,Yes,Closed,Notification,Non-Disposal Only,34.05592,-117.36823,Megan Emslander,Yes,Closed,Notification,Composting,Solid Waste Facility
19-AA-0050,Lancaster Landfill and Recycling Center,Green Material Composting Facility,Green Materials,No,Active,Permitted,Disposal Only,34.7474,-118.1165,Nai Teurn,No,Closed,Notification,Composting,Solid Waste Facility
16-AA-0022,Kochergen Farms Composting,Green Material Composting Facility,Food Wastes,No,Active,Permitted,Non-Disposal Only,36.08736,-120.07519,Harprit Mattu,No,Active,Permitted,Composting,Solid Waste Facility
16-AA-0022,Kochergen Farms Composting,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,36.08736,-120.07519,Harprit Mattu,No,Active,Permitted,Composting,Solid Waste Facility
10-AA-0182,"Gallo Vineyards, Inc Compost Facility",Green Material Composting Facility,Agricultural,No,Active,Permitted,Non-Disposal Only,36.75931,-119.69343,Kate Whitney,No,Active,Permitted,Composting,Solid Waste Facility
10-AA-0182,"Gallo Vineyards, Inc Compost Facility",Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,36.75931,-119.69343,Kate Whitney,No,Active,Permitted,Composting,Solid Waste Facility
01-AA-0289,Altamont Resource & Recovery Facility,Green Material Composting Facility,Green Materials,No,Planned,Notification,Non-Disposal Only,37.75711,-121.65519,Alyssa Williams,No,Planned,Notification,Composting,Solid Waste Facility
33-AA-0296,Edom Hill Transfer Station,Green Material Composting Facility,Construction/demolition,No,Active,Permitted,Non-Disposal Only,33.88534,-116.44027,Theodore Tasiopoulos,No,Active,Permitted,Composting,Solid Waste Facility
33-AA-0296,Edom Hill Transfer Station,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,33.88534,-116.44027,Theodore Tasiopoulos,No,Active,Permitted,Composting,Solid Waste Facility
30-AB-0364,La Pata Avenue Greenwaste Facility,Green Material Composting Facility,Agricultural,No,Active,Permitted,Non-Disposal Only,33.504,-117.62175,Megan Emslander,No,Active,Permitted,Composting,Solid Waste Facility
30-AB-0364,La Pata Avenue Greenwaste Facility,Green Material Composting Facility,Construction/demolition,No,Active,Permitted,Non-Disposal Only,33.504,-117.62175,Megan Emslander,No,Active,Permitted,Composting,Solid Waste Facility
30-AB-0364,La Pata Avenue Greenwaste Facility,Green Material Composting Facility,Wood waste,No,Active,Permitted,Non-Disposal Only,33.504,-117.62175,Megan Emslander,No,Active,Permitted,Composting,Solid Waste Facility
34-AA-0184,City Of Sacramento Compost Facility,Green Material Composting Facility,Green Materials,Yes,Closed,Surrendered,Non-Disposal Only,38.59167,-121.46472,Alyssa Williams,Yes,Closed,Surrendered,Composting,Solid Waste Facility
36-AA-0379,Inland Empire Composting,Green Material Composting Facility,Green Materials,Yes,Closed,Permitted,Non-Disposal Only,33.95222,-117.63167,Megan Emslander,Yes,Closed,Permitted,Composting,Solid Waste Facility
39-AA-0026,Scotts Regional Composting Facility,Green Material Composting Facility,Green Materials,No,Inactive,Permitted,Non-Disposal Only,38.01013,-121.02801,Christine Karl,No,Inactive,Permitted,Composting,Solid Waste Facility
39-AA-0036,Bti-Manteca Production Facility,Green Material Composting Facility,Green Materials,Yes,Closed,Permitted,Non-Disposal Only,37.78333,-121.21667,Christine Karl,Yes,Closed,Permitted,Composting,Solid Waste Facility
39-AA-0038,Central Valley Waste Services,Green Material Composting Facility,Green Materials,Yes,Inactive,Surrendered,Non-Disposal Only,38.14562,-121.25075,Christine Karl,Yes,Inactive,Surrendered,Composting,Solid Waste Facility
36-AA-0426,Artesia Sawdust Products,Green Material Composting Facility,Green Materials,No,Active,Notification,Non-Disposal Only,34.0111,-117.601,Megan Emslander,No,Active,Notification,Composting,Solid Waste Facility
36-AA-0426,Artesia Sawdust Products,Green Material Composting Facility,Wood waste,No,Active,Notification,Non-Disposal Only,34.0111,-117.601,Megan Emslander,No,Active,Notification,Composting,Solid Waste Facility
30-AB-0376,"R & S Soil Products, Inc.",Green Material Composting Facility,Green Materials,Yes,Closed,Revoked,Non-Disposal Only,33.67614,-117.6851,Megan Emslander,Yes,Closed,Revoked,Composting,Solid Waste Facility
15-AA-0317,Edwards AFB Composting Facility,Green Material Composting Facility,Green Materials,Yes,Closed,Surrendered,Non-Disposal Only,34.9545,-117.952,Christine Karl,Yes,Closed,Surrendered,Composting,Solid Waste Facility
28-AA-0026,Upper Valley Disposal Service,Green Material Composting Facility,Food Wastes,No,Active,Permitted,Non-Disposal Only,38.47512,-122.43835,Kate Whitney,No,Active,Permitted,Composting,Solid Waste Facility
28-AA-0026,Upper Valley Disposal Service,Green Material Composting Facility,Green Materials,No,Active,Permitted,Non-Disposal Only,38.47512,-122.43835,Kate Whitney,No,Active,Permitted,Composting,Solid Waste Facility
