SWIS Number,Site Name,Site Operational Status,Site Type,Site Regulatory Status,Latitude,Longitude,Is Archived,Operator,Started On,Contact Name,Contact First Name,Contact Last Name,Contact Title,Contact Email,Contact Phone,Street Address,OperatorCity,OperatorState,OperatorZip,County
20-CR-0002,Chowchilla City West                    ,Closed,Disposal Only,Unpermitted,37.10278,-120.26,Yes,City Of Chowchilla                      ,8/16/1994,Doug Lackey,Doug,Lackey,Director Of Public Works,,(209) 665-4816,145 Robertson Blvd,Chowchilla,CA,93610,Madera
20-AA-0028,Chowchilla Dump Site East               ,Closed,Disposal Only,Unpermitted,37.11333,-120.205,No,City Of Chowchilla                      ,8/16/1994,Doug Lackey,Doug,Lackey,Director Of Public Works,,(209) 665-4816,145 Robertson Blvd,Chowchilla,CA,93610,Madera
20-AA-0033,Chowchilla MRF,Planned,Non-Disposal Only,Proposed,37.11667,-120.26667,Yes,City Of Chowchilla                      ,4/17/1996,Doug Lackey,Doug,Lackey,Director Of Public Works,,(209) 665-4816,145 Robertson Blvd,Chowchilla,CA,93610,Madera
22-AA-0004,Hornitos Solid Waste Transfer Station,Active,Non-Disposal Only,Notification,37.50516,-120.23384,No,County Of Mariposa,8/16/1994,Samuel Cerveny,Samuel,Cerveny,Public Works Director,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
22-AA-0001,Mariposa County Sanitary Landfill,Active,Disposal Only,Permitted,37.50432,-120.0058,No,County Of Mariposa,8/16/1994,Samuel Cerveny,Samuel,Cerveny,Public Works Director,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
22-AA-0002,Coulterville Transfer Station,Active,Non-Disposal Only,Notification,37.6965,-120.1865,No,County Of Mariposa,8/16/1994,Samuel Cerveny,Samuel,Cerveny,Public Works Director,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
22-CR-0008,Coulterville Landfill,Closed,Disposal Only,Pre-regulation,37.41528,-120.1112,No,County Of Mariposa,8/16/1994,Samuel Cerveny,Samuel,Cerveny,Public Works Director,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
22-CR-0009,Greeley Hill Disposal Site,Closed,Disposal Only,Pre-regulation,37.43503,-120.08325,No,County Of Mariposa,8/16/1994,Samuel Cerveny,Samuel,Cerveny,Public Works Director,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
22-AA-0011,Don Pedro Transfer Station,Active,Non-Disposal Only,Notification,37.65294,-120.31139,No,County Of Mariposa,8/16/1994,Samuel Cerveny,Samuel,Cerveny,Public Works Director,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
22-CR-0002,Bear Valley Landfill,Closed,Disposal Only,Pre-regulation,37.58133,-120.122,No,County Of Mariposa,8/16/1994,Samuel Cerveny,Samuel,Cerveny,Public Works Director,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
22-CR-0004,Buck Meadows Disposal Site,Closed,Disposal Only,Pre-regulation,37.8215,-120.07817,No,County Of Mariposa,8/16/1994,Samuel Cerveny,Samuel,Cerveny,Public Works Director,,(209) 966-5356,4639 Ben Hur Rd,Mariposa,CA,95338,Mariposa
19-AK-0005,Ray`s Trash Box Service,Closed,Non-Disposal Only,Surrendered,33.81181,-118.17942,Yes,Ray's Trash Box Service,8/16/1994,Ray D. Mackey,Ray D.,Mackey,Owner,,(310) 426-8683,5572 Pineridge Dr,La Palma,CA,90623,Los Angeles
01-AA-0278,Port Of Oakland,Planned,Disposal Only,Proposed,37.8,-122.26667,Yes,Port Of Oakland                         ,4/3/1996,Jim Mcgraff,Jim,Mcgraff,Environmental Planner,,(415) 272-1180,PO Box 2064,Oakland,CA,94604-2064,Alameda
39-AA-0023,Lower Jones Tract Dredge Spoils Project ,Closed,Disposal Only,Unpermitted,37.93333,-121.41667,Yes,Port Of Oakland                         ,8/16/1994,Jim Mcgraff,Jim,Mcgraff,Environmental Planner,,(415) 272-1180,PO Box 2064,Oakland,CA,94604-2064,San Joaquin
07-AA-0025,California & Hawaiian Sugar DS,Clean Closed,Disposal Only,Unpermitted,38.02639,-122.21389,Yes,California & Hawaiian Sugar Co          ,8/16/1994,T Kwong,T,Kwong,"C/O A&B Hawaii, Inc",,(415) 787-2121,830 Loring Ave,Crockett,CA,94525,Contra Costa
18-AA-0002,Pittville Disp Fac BD & TS,Closed,Both Disposal and Non-Disposal,Migration NULL,41.05,-121.33333,Yes,County Of Lassen Public Works Dept,8/16/1994,Russell Gum,Russell,Gum,Director,,(916) 251-8288,221 S Roop St,Susanville,CA,96130,Lassen
18-CR-0002,Wendel Dump,Closed,Disposal Only,Pre-regulation,40.37,-120.23333,No,County Of Lassen Public Works Dept,8/16/1994,Russell Gum,Russell,Gum,Director,,(916) 251-8288,221 S Roop St,Susanville,CA,96130,Lassen
18-CR-0003,Westwood Dump /Mountain Meadows IDS,Closed,Disposal Only,Pre-regulation,40.29333,-121,No,County Of Lassen Public Works Dept,8/16/1994,Russell Gum,Russell,Gum,Director,,(916) 251-8288,221 S Roop St,Susanville,CA,96130,Lassen
18-AA-0022,Lassen County MRF And TS,Planned,Non-Disposal Only,Proposed,40.38333,-120.58333,Yes,County Of Lassen Public Works Dept,10/30/1995,Russell Gum,Russell,Gum,Director,,(916) 251-8288,221 S Roop St,Susanville,CA,96130,Lassen
19-AA-0506,Commerce Refuse-To-Energy Facility,Closed,Non-Disposal Only,Permitted,33.99639,-118.15125,No,County Of Los Angeles Sanitation Dist,8/16/1994,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AA-1043,Puente Hills Materials Recovery Facility,Active,Non-Disposal Only,Permitted,34.01043,-118.05021,No,County Of Los Angeles Sanitation Dist,2/11/2000,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AA-5595,Jwpcp In-Vessel Composter Pilot Project,To be Determined,Non-Disposal Only,Notification,33.83333,-118.28333,Yes,County Of Los Angeles Sanitation Dist,9/16/1996,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AA-0829,Aqua Vista Debris Disp Area             ,To be Determined,Disposal Only,Exempt,34.16667,-118.36667,Yes,County Of Los Angeles Sanitation Dist,4/9/1996,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AR-0830,Bell Creek Debris D.S.                  ,To be Determined,Disposal Only,Exempt,34.05,-118.25,Yes,County Of Los Angeles Sanitation Dist,4/9/1996,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AR-1024,Sullivan Debris Disposal Area           ,To be Determined,Disposal Only,Exempt,34.05,-118.25,Yes,County Of Los Angeles Sanitation Dist,4/9/1996,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AA-0005,South Gate Transfer Station,Active,Non-Disposal Only,Permitted,33.94412,-118.16632,No,County Of Los Angeles Sanitation Dist,8/16/1994,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AA-0056,Calabasas Landfill,Active,Disposal Only,Permitted,34.15125,-118.72005,No,County Of Los Angeles Sanitation Dist,8/16/1994,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AA-0015,Spadra Sanitary Landfill #2,Closed,Disposal Only,Permitted,34.04111,-117.82444,No,County Of Los Angeles Sanitation Dist,8/16/1994,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AA-0012,Scholl Canyon Landfill,Active,Disposal Only,Permitted,34.1575,-118.19556,No,County Of Los Angeles Sanitation Dist,8/16/1994,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
19-AR-0831,La Tuna Debris Disposal Area            ,To be Determined,Disposal Only,Exempt,34.25,-118.28333,Yes,County Of Los Angeles Sanitation Dist,4/9/1996,Zlad El Jack,Zlad,El Jack,"Chief, Engineer & General Manager",,(562) 908-4288,PO Box 4998,Whittier,CA,90607,Los Angeles
36-AA-0305,Chino Corona Farms Composting Facility  ,Planned,Non-Disposal Only,Proposed,34.06667,-117.16667,Yes,Chino Corona Farms Inc.                 ,8/16/1994,Erik Nelson,Erik,Nelson,President,,(714) 240-0595,31726 Rancho Viejo Rd Ste 118,San Juan Capistrano,CA,92675,San Bernardino
36-AA-0250,City Of Rialto Disposal Site,Clean Closed,Disposal Only,Exempt,34.13066,-117.39072,Yes,City Of Rialto,8/16/1994,Richard Polen,Richard,Polen,"Director, City Public Works Department",,(909) 879-1140,150 S Palm Ave Attn Robsteel,Rialto,CA,92376,San Bernardino
14-AA-0021,Deep Springs College Disposal Site,Closed,Disposal Only,Exempt,37.20659,-118.0195,Yes,Deep Springs College                    ,8/16/1994,Jeff Pope,Jeff,Pope,,,(760) 872-2000,HC 72 Box 45001,Dyer,NV,89010,Inyo
14-AA-0020,Deep Springs College Disposal Site,Closed,Disposal Only,Exempt,37.36404,-117.98711,No,Deep Springs College                    ,8/16/1994,Jeff Pope,Jeff,Pope,,,(760) 872-2000,HC 72 Box 45001,Dyer,NV,89010,Inyo
19-AI-5019,General Disposal Co.,Closed,Disposal Only,Unpermitted,33.95,-118.08333,No,Norwalk Industries Transfer Station     ,9/21/1998,Ron Coffman,Ron,Coffman,Operations Manager,,(562) 921-9974,13780 Imperial Hwy,Santa Fe Springs,CA,90670,Los Angeles
19-AI-0002,Norwalk Transfer Station,Closed,Non-Disposal Only,Permitted,33.9167,-118.03871,No,Norwalk Industries Transfer Station     ,8/16/1994,Ron Coffman,Ron,Coffman,Operations Manager,,(562) 921-9974,13780 Imperial Hwy,Santa Fe Springs,CA,90670,Los Angeles
51-AA-0001,Sutter Dump,Closed,Disposal Only,Unpermitted,39.02833,-121.60333,Yes,Ratkousky R                             ,8/16/1994,Rudy Ratkousky,Rudy,Ratkousky,Trustee,,(916) 696-2525,567 2nd St,Yuba City,CA,95991,Sutter
28-AA-0021,Connor`s Ranch,Closed,Disposal Only,Unpermitted,38.61667,-122.41667,No,Connor's Ranch                          ,8/16/1994,George Ray,George,Ray,Site Operator,,,2700 Pope Valley Road,Pope Valley,CA,94567,Napa
20-AA-0005,American Forest Products Mill           ,Closed,Disposal Only,Unpermitted,37.33167,-119.65833,Yes,American Forest Products Mill           ,8/16/1994,Gary Rogers,Gary,Rogers,,,(209) 877-2211,57839 Road 225,North Fork,CA,93643,Madera
52-AA-0024,Bio Industries,Closed,Non-Disposal Only,Surrendered,40.18282,-122.30293,No,"Ben's Truck & Equipment, Inc.           ",8/16/1994,Ben Sale,Ben,Sale,,,(916) 527-5040,PO Box 732,Red Bluff,CA,96080,Tehama
15-AA-0306,Sabor Corp Thrifty Best Pumping Service,Clean Closed,Disposal Only,Unpermitted,35.75397,-119.34704,Yes,Sabor Corp Non Haz Liquid Waste-N Sebra ,8/16/1994,Nelson Sebra,Nelson,Sebra,,,(209) 834-1611,12825 S Chestnut Ave,Fresno,CA,93725,Kern
33-AA-0280,Rcwrmd Lvto At Terwilliger And Wellman,Closed,Non-Disposal Only,Notification,33.5403,-116.6309,Yes,Waste Management Of The Inland Valley,2/24/1998,Dean Ruffridge,Dean,Ruffridge,General Manager,,(909) 242-0421,17700 Indian St,Moreno Valley,CA,92551,Riverside
33-AA-0291,Poppett Flats Transfer Station,Closed,Non-Disposal Only,Surrendered,33.85597,-116.8468,Yes,Waste Management Of The Inland Valley,6/29/1999,Dean Ruffridge,Dean,Ruffridge,General Manager,,(909) 242-0421,17700 Indian St,Moreno Valley,CA,92551,Riverside
33-AA-0232,Esparanza Rd Illegal Dump Site          ,Closed,Disposal Only,Unpermitted,33.97877,-117.31944,Yes,Waste Management Of The Inland Valley,8/16/1994,Dean Ruffridge,Dean,Ruffridge,General Manager,,(909) 242-0421,17700 Indian St,Moreno Valley,CA,92551,Riverside
33-AA-0281,Terwilliger Road Lvto,Closed,Non-Disposal Only,TBD (Pending Investigation) ,33.51871,-116.63059,Yes,Waste Management Of The Inland Valley,2/24/1998,Dean Ruffridge,Dean,Ruffridge,General Manager,,(909) 242-0421,17700 Indian St,Moreno Valley,CA,92551,Riverside
41-AA-0006,"Blue Line Transfer, Inc",Closed,Non-Disposal Only,Surrendered,37.6621,-122.39613,Yes,"Blue Line Transfer, Inc.                ",8/16/1994,Stephanie Uccelli-Menner,Stephanie,Uccelli-Menner,General Manager,,(415) 589-4020,500 E Jamie Ct,South San Francisco,CA,94080,San Mateo
41-AA-0185,Blue Line MRF And TS,Active,Non-Disposal Only,Permitted,37.64905,-122.38252,No,"Blue Line Transfer, Inc.                ",8/8/2000,Stephanie Uccelli-Menner,Stephanie,Uccelli-Menner,General Manager,,(415) 589-4020,500 E Jamie Ct,South San Francisco,CA,94080,San Mateo
15-CR-0045,Taft City Burn Dump,Closed,Disposal Only,Pre-regulation,35.14853,-119.44847,No,Chevron USA-Bakersfield,8/16/1994,Ron Munn,Ron,Munn,Land Representative,,(661) 654-7075,9525 Camino Media,Bakersfield,CA,93311,Kern
15-CR-0070,Chevron USa 3c Taft,Closed,Disposal Only,TBD (Pending Investigation) ,35.13333,-119.45,Yes,Chevron USA-Bakersfield,6/6/1996,Ron Munn,Ron,Munn,Land Representative,,(661) 654-7075,9525 Camino Media,Bakersfield,CA,93311,Kern
15-CR-0071,Chevron USa 5k Kerto,Closed,Disposal Only,TBD (Pending Investigation) ,35.13333,-119.45,Yes,Chevron USA-Bakersfield,6/6/1996,Ron Munn,Ron,Munn,Land Representative,,(661) 654-7075,9525 Camino Media,Bakersfield,CA,93311,Kern
34-AA-0030,California Waste Recovery System,Closed,Non-Disposal Only,Surrendered,38.26664,-121.30861,Yes,"California Waste Removal Systems,       ",6/27/1996,Dave Vaccarezza,Dave,Vaccarezza,President,,(209) 369-8274,PO Box 241001,Lodi,CA,95241,Sacramento
39-CR-0002,California Waste Removal Systems Inc.,Closed,Disposal Only,Exempt,38.13333,-121.28333,Yes,"California Waste Removal Systems,       ",8/16/1994,Dave Vaccarezza,Dave,Vaccarezza,President,,(209) 369-8274,PO Box 241001,Lodi,CA,95241,San Joaquin
39-CR-0030,Sanitary City Disposal Site,Closed,Disposal Only,Unpermitted,38.1448,-121.2512,No,"California Waste Removal Systems,       ",8/16/1994,Dave Vaccarezza,Dave,Vaccarezza,President,,(209) 369-8274,PO Box 241001,Lodi,CA,95241,San Joaquin
53-AA-0004,Denny Landfill Disposal Site,Closed,Disposal Only,Unpermitted,40.94833,-123.38333,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0018,Burnt Ranch Transfer Site,Active,Non-Disposal Only,Notification,40.7973,-123.46055,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0013,Weaverville Solid Waste Landfill,Closed,Both Disposal and Non-Disposal,Permitted,40.74389,-122.925,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0020,Hobel Transfer Station,Active,Non-Disposal Only,Notification,40.95137,-122.7407,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0023,Van Duzen Transfer Station,Active,Non-Disposal Only,Notification,40.41774,-123.51393,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0025,Wildwood Transfer Station,Closed,Non-Disposal Only,Unpermitted,40.73333,-122.93333,Yes,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0019,Hayfork Transfer Site,Active,Non-Disposal Only,Notification,40.54208,-123.19017,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0021,Junction City Transfer Site,Active,Non-Disposal Only,Notification,40.7277,-123.04957,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0017,Big Bar Transfer Station,Active,Non-Disposal Only,Notification,40.7375,-123.25768,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0022,Ruth Transfer Site,Active,Non-Disposal Only,Notification,40.2805,-123.33013,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0024,Forest Glen TS,Closed,Non-Disposal Only,Permitted,40.36667,-123.31667,Yes,County Of Trinity,2/2/1995,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
53-AA-0034,Hyampom Transfer Station,Active,Non-Disposal Only,Notification,40.62462,-123.40215,No,County Of Trinity,8/16/1994,Diane Rader,Diane,Rader,Director - Dept. Of General Services,,(530) 623-1326,P.O. Box 2700,Weaverville,CA,96093,Trinity
21-AA-0002,West Marin Sanitary Landfill,Closed,Disposal Only,Permitted,38.09595,-122.78883,No,West Marin Sanitary Landfill Inc,8/16/1994,Leroy Martinell,Leroy,Martinell,Site Manager,,(415) 663-1145,PO Box 201,Point Reyes Station,CA,94956,Marin
36-AA-0321,Baker Illegal Disposal Site (South),Clean Closed,Disposal Only,Unpermitted,35.27778,-116.06917,Yes,Silverlake Properties                   ,8/16/1994,Steve Zwerner,Steve,Zwerner,General Manager,,(619) 733-4375,P.O. Box 130,Baker,CA,92309,San Bernardino
40-CR-0001,Atascadero State Hospital Landfill,Closed,Disposal Only,TBD (Pending Investigation) ,35.46199,-120.64399,Yes,Atascadero State Hospital               ,8/16/1994, Mel Ramage Or Cindy,,Mel Ramage Or Cindy,,,(805) 461-2203,,,,,San Luis Obispo
36-AA-0368,"West Main Illegal Dumpsite, Hodge       ",Closed,Disposal Only,Unpermitted,34.11667,-117.3,Yes,Smith A                                 ,5/3/1996,Athel Smith,Athel,Smith,Owner,,,22225 West Hwy 66,Barstow,CA,92311,San Bernardino
29-CR-0005,Soda Springs Ski Area,Closed,Disposal Only,Unpermitted,39.31767,-120.37788,Yes,Boreal Ridge Corp                       ,8/16/1994, ,,,,,,Po Box 39,Truckee,CA,96160,Nevada
42-CR-0020,Celite Products Disposal Site           ,Closed,Disposal Only,Not Currently Regulated,34.65,-120.46667,Yes,Celite Corp                             ,8/16/1994, ,,,,,,137 W Central,Lompoc,CA,,Santa Barbara
37-CR-0019,Dixon Dam,Closed,Disposal Only,Unpermitted,33.16043,-117.03906,No,City Of Escondido                       ,8/16/1994, ,,,,,,201 N. Broadway,Escondido,,,San Diego
15-CR-0028,Shafter #2 Bd,Closed,Disposal Only,Pre-regulation,35.46791,-119.20611,No,City Of Shafter                         ,8/16/1994, ,,,,,(661) 746-2065,336 Pacific Ave,Shafter,CA,93263,Kern
49-AA-0359,Sonoma City Disposal Site,Closed,Disposal Only,Pre-regulation,38.33972,-122.44889,Yes,City Of Sonoma                          ,6/27/1996, Richard Rowlands,,Richard Rowlands,,,,1 the Plz,Sonoma,CA,95476,Sonoma
49-CR-0026,City Of Sonoma (2136),Closed,Disposal Only,Pre-regulation,38.18613,-122.41986,Yes,City Of Sonoma                          ,8/16/1994, Richard Rowlands,,Richard Rowlands,,,,1 the Plz,Sonoma,CA,95476,Sonoma
05-CR-0011,Fricot City/California Conservation Corp,Closed,Disposal Only,Pre-regulation,38.18,-120.51667,No,Company Fricot Funding                  ,8/16/1994, Amos Starr,,Amos Starr,,,(916) 988-5341,P.O. Box 525,Orangevale,CA,95662,Calaveras
49-CR-0010,West College Site                       ,To be Determined,Disposal Only,Unpermitted,38.43333,-122.71667,Yes,City Of Santa Rosa Publ Wks-Admin Dr    ,8/16/1994,Larry Tanner,Larry,Tanner,Integrated Waste Manager,,(707) 543-3892,69 Stony Cir,Santa Rosa,CA,95401,Sonoma
49-CR-0011,Cotati Dump Site                        ,Closed,Disposal Only,Pre-regulation,38.33333,-122.7,Yes,City Of Santa Rosa Publ Wks-Admin Dr    ,8/16/1994,Larry Tanner,Larry,Tanner,Integrated Waste Manager,,(707) 543-3892,69 Stony Cir,Santa Rosa,CA,95401,Sonoma
49-CR-0013,Occidental Disposal Site                ,Closed,Disposal Only,Pre-regulation,38.4,-122.81667,Yes,City Of Santa Rosa Publ Wks-Admin Dr    ,8/16/1994,Larry Tanner,Larry,Tanner,Integrated Waste Manager,,(707) 543-3892,69 Stony Cir,Santa Rosa,CA,95401,Sonoma
