SWIS Number ,Site Name,Activity,Activity Is Archived,OperationalStatus,RegulatoryStatus,Category,Activity Classification,WDRNo,WDR Landfill Class,Cease Operation,Cease Operation Type,Inspection Frequency,Throughput,ThroughputUnits,RemainingCapacity,Remaining Capacity Date,Capacity,CapacityUnits,Total Acreage,DisposalAcreage,Permitted Elevation,Permitted Elevation Type,Permitted Depth,Permitted Depth Type,Point of Contact,Site Operational Status,Site Regulatory Status,Site Is Archived,IsClosedIllegalAbandoned,IsSiteInertDebrisEngineeredFill,IsFinancialAssurancesResponsible,Absorbed On,Absorbed By,ClosedIllegalAbandonedCategory,EPA Federal Registry ID,Latitude,Longitude,Site ZIP Code,County,ARB District,SWRCB Region,Local Government,Street Address,City,State,ZIP Code,Reporting Agency Legal Name,Reporting Agency Department,Enforcing Agency Legal Name,Enforcing Agency Department
37-AA-0033,South Miramar Sanitary Landfill,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,6/15/1973,Estimated,Quarterly,,,,,,,0,0,,,,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,C1,,32.83667,-117.15333,92111,San Diego,San Diego,San Diego,San Diego,5180 Convoy Street,San Diego,CA,92111,City of San Diego                       ,Development Services Department,City of San Diego                       ,Development Services Department
37-AA-0430,8th Avenue Tideland Dump,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,,,,,,,0,0,,,,,Abel Martinez-Centeno,Closed,Unpermitted,No,Yes,No,No,,,C1,,32.70516,-117.15731,99999,San Diego,San Diego,San Diego,San Diego,50 8th Avenue,San Diego,CA,99999,City of San Diego                       ,Development Services Department,City of San Diego                       ,Development Services Department
37-AA-0434,Paradise Park Landfill/Sweetwater III,Solid Waste Disposal Site          ,No,Closed,To Be Determined,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Abel Martinez-Centeno,Closed,TBD (Pending Investigation) ,No,Yes,No,No,,,C1,,32.68667,-117.05,92139,San Diego,San Diego,San Diego,San Diego,Paradise Valley Rd & Potomac,San Diego,CA,92139,City of San Diego                       ,Development Services Department,City of San Diego                       ,Development Services Department
37-AA-0922,EDCO Station,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,1000,Tons per day,,,1000,Tons per day,4.1,,,,,,Cody Oquendo,Active,Permitted,No,No,No,No,,,,,32.77339,-117.02279,91941,San Diego,San Diego,San Diego,La Mesa,8184 Commercial Street,La Mesa,CA,91941,County of San Diego,Department of Environmental Health,County of San Diego,Department of Environmental Health
37-AK-0001,Mission Avenue SLF/ City Of Oceanside LF,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Abel Martinez-Centeno,Closed,Permitted,No,Yes,No,No,,,C1,,33.20833,-117.36,92054,San Diego,San Diego,San Diego,Oceanside,2700 Mission Avenue,Oceanside,CA,92054,County of San Diego,Department of Environmental Health,County of San Diego,Department of Environmental Health
37-AK-0006,Maxson Street Landfill,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Abel Martinez-Centeno,Closed,Unpermitted,No,Yes,No,No,,,C1,,33.2,-117.36667,92054,San Diego,San Diego,San Diego,Oceanside,1800 Maxson Street,Oceanside,CA,92054,County of San Diego,Department of Environmental Health,County of San Diego,Department of Environmental Health
37-CR-0015,Clairemont H.S. Burnsite,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/11/1957,Estimated,Semi-annual,,,,,,,0,0,,,,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,A,,32.80796,-117.20298,92117,San Diego,San Diego,San Diego,San Diego,4150 Ute Drive,San Diego,CA,92117,City of San Diego                       ,Development Services Department,City of San Diego                       ,Development Services Department
37-CR-0048,Mount Laguna Landfill / Camp Ole,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1970,Estimated,Annual,,,,,,,0,0,,,,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,C3,,32.86667,-116.41667,91948,San Diego,San Diego,San Diego,San Diego County (Unincorporated),Tb 1218 E-5 Sunrise Hwy 5e Township 15s,Mount Laguna,CA,91948,County of San Diego,Department of Environmental Health,County of San Diego,Department of Environmental Health
37-CR-0081,Vista Burnsite,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1967,Estimated,Quarterly,,,,,,,0,0,,,,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,B1,,33.21756,-117.26203,92054,San Diego,San Diego,San Diego,Oceanside,1300 Lee Drive,Oceanside,CA,92054,County of San Diego,Department of Environmental Health,County of San Diego,Department of Environmental Health
37-CR-0084,National City Dump Aka Davies Dump (2136,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,12/31/1950,Estimated,Quarterly,,,,,,,0,0,,,,,Abel Martinez-Centeno,Closed,Pre-regulation,No,Yes,No,No,,,C1,,32.65874,-117.108,91950,San Diego,San Diego,San Diego,National City,South End of Cleveland Avenue 2501,National City,CA,91950,County of San Diego,Department of Environmental Health,County of San Diego,Department of Environmental Health
39-AA-0004,Foothill Sanitary Landfill,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,12/31/2082,Estimated,Monthly,1500,Tons per day,125000000,6/10/2010,138000000,Cubic Yards,800,674,432,MSL,,,Christine Karl,Active,Permitted,No,No,No,Yes,,,,1.10013E+11,38.03778,-120.93722,95236,San Joaquin,San Joaquin Valley Unified,Central Valley,San Joaquin County (Unincorporated),6484 North Waverly Road,Linden,CA,95236,County of San Joaquin,Environmental Health Department,County of San Joaquin,Environmental Health Department
39-AA-0005,Corral Hollow Landfill,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,,6/1/1995,Actual,Quarterly,331,Tons per day,0,,798000,Cubic Yards,57,42,345,,215,BGL,Rachel Beck,Closed,Permitted,No,Yes,No,Yes,,,C2,,37.67058,-121.45933,95376,San Joaquin,San Joaquin Valley Unified,Central Valley,Tracy,31130 S. Corral Hollow Road & I-580,Tracy,CA,95376,County of San Joaquin,Environmental Health Department,County of San Joaquin,Environmental Health Department
39-AA-0024,Tracy Material Recovery & T.S.,Composting Facility (Mixed),No,Active,Permitted,Composting,Solid Waste Facility,,,,,Monthly,1038,Tons per week,,,69,Cubic Yards,8.4,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,37.67803,-121.41618,95376,San Joaquin,San Joaquin Valley Unified,Central Valley,Tracy,30703 S. Macarthur Drive,Tracy,CA,95376,County of San Joaquin,Environmental Health Department,County of San Joaquin,Environmental Health Department
39-AA-0024,Tracy Material Recovery & T.S.,Land Application                   ,No,Absorbed,Not Currently Regulated,Disposal,Solid Waste Facility,,,,,None,,,,,,Cubic Yards per Day,0,0,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,37.67803,-121.41618,95376,San Joaquin,San Joaquin Valley Unified,Central Valley,Tracy,30703 S. Macarthur Drive,Tracy,CA,95376,County of San Joaquin,Environmental Health Department,County of San Joaquin,Environmental Health Department
39-AA-0024,Tracy Material Recovery & T.S.,Large Volume Transfer/Processing Facility,No,Active,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,1800,Tons per day,,,10305,Cubic Yards,51.7,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,37.67803,-121.41618,95376,San Joaquin,San Joaquin Valley Unified,Central Valley,Tracy,30703 S. Macarthur Drive,Tracy,CA,95376,County of San Joaquin,Environmental Health Department,County of San Joaquin,Environmental Health Department
39-AA-0024,Tracy Material Recovery & T.S.,Large Volume CDI Debris Processing Facility,No,Planned,Permitted,Transfer/Processing,Solid Waste Facility,,,,,None,,,,,40000,Cubic Yards,4.7,,,,,,Christine Karl,Active,Permitted,No,No,No,No,,,,,37.67803,-121.41618,95376,San Joaquin,San Joaquin Valley Unified,Central Valley,Tracy,30703 S. Macarthur Drive,Tracy,CA,95376,County of San Joaquin,Environmental Health Department,County of San Joaquin,Environmental Health Department
39-CR-0018,Barber Private Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Quarterly,,,,,,,0,0,,,,,Sabra Ambrose,Closed,Pre-regulation,No,Yes,No,No,,,C1,,38.24931,-121.43787,95680,San Joaquin,San Joaquin Valley Unified,Central Valley,San Joaquin County (Unincorporated),29247  N Thorton Rd ; S28 T5n R5e Mdb&M,Thornton,CA,95680,County of San Joaquin,Environmental Health Department,County of San Joaquin,Environmental Health Department
39-CR-0019,Brooks Concrete Products,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Aman DeGeorge,Closed,Unpermitted,No,Yes,No,No,,,C1,,37.92946,-121.3255,95206,San Joaquin,San Joaquin Valley Unified,Central Valley,Stockton,2441 W. Charter Way,Stockton,CA,95206,City of Stockton,--,Department of Resources Recycling and Recovery,"Waste Permitting, Compliance and Mitigation Division"
39-CR-0038,French Camp Disposal Site,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Aman DeGeorge,Closed,Unpermitted,No,Yes,No,No,,,C3,,37.89962,-121.28534,95231,San Joaquin,San Joaquin Valley Unified,Central Valley,Stockton,S. Manthey Rd. (Manthey@henry Long Blvd),Stockton,CA,95231,City of Stockton,--,Department of Resources Recycling and Recovery,"Waste Permitting, Compliance and Mitigation Division"
40-CR-0027,Dye Property/ Old Cold Canyon Landfill,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1965,Estimated,Annual,,,,,,,0,5,,,,,Candice Houghton,Closed,Pre-regulation,No,Yes,No,No,,,C1,,35.19119,-120.6027,93401,San Luis Obispo,San Luis Obispo,Central Coast,San Luis Obispo County (Unincorporated),2460 Carpenter Canyon Road,Edna,CA,93401,County of San Luis Obispo,--,Department of Resources Recycling and Recovery,"Waste Permitting, Compliance and Mitigation Division"
40-CR-0028,Cslo Animal Regs Disposal Site,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,1/1/1965,Estimated,Quarterly,,,,,,,0,0,,,,,Candice Houghton,Closed,Pre-regulation,No,Yes,No,No,,,,,35.31929,-120.71543,93405,San Luis Obispo,San Luis Obispo,Central Coast,San Luis Obispo,885 Oklahoma Ave,San Luis Obispo,CA,93405,County of San Luis Obispo,--,Department of Resources Recycling and Recovery,"Waste Permitting, Compliance and Mitigation Division"
41-AA-0010,3rd Ave LF/San Mateo Composting Site,Solid Waste Landfill,No,Closed,Permitted,Disposal,Solid Waste Facility,,III,3/31/1989,Actual,Quarterly,15,Tons per day,,,,,31,0,8,MSL,,,Peter Jan,Closed,Permitted,No,Yes,No,Yes,,,C1,,37.5708,-122.2766,94404,San Mateo,Bay Area,San Francisco Bay,San Mateo,East Third Ave; Along The Sf Bay,San Mateo,CA,94404,County of San Mateo,"Health Department,  Environmental Health Services Division",County of San Mateo,"Health Department,  Environmental Health Services Division"
41-AA-0013,Pescadero Solid Waste Disposal,Solid Waste Disposal Site          ,No,Closed,Permitted,Disposal,Solid Waste Disposal Site,,,,,Quarterly,0,,0,,0,,0,0,0,,0,,Sabra Ambrose,Closed,Permitted,No,Yes,No,No,,,C1,,37.2396,-122.403,94060,San Mateo,Bay Area,San Francisco Bay,San Mateo County (Unincorporated),Bean Hollow And Artichoke Road,Pescadero,CA,94060,County of San Mateo,"Health Department,  Environmental Health Services Division",County of San Mateo,"Health Department,  Environmental Health Services Division"
42-AA-0012,Vandenberg AFB Landfill,Small Volume CDI Debris Processing Operation,No,Closed,Permitted,Transfer/Processing,Solid Waste Operation,,,,,None,,,,,,,,,,,,,Alfred Worcester,Closing,Permitted,No,No,No,Yes,,,,1.10013E+11,34.7197,-120.52418,93437,Santa Barbara,Santa Barbara,Central Coast,Santa Barbara County (Unincorporated),Vandenberg AFB,Vandenberg Air Force Base,CA,93437,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-AA-0012,Vandenberg AFB Landfill,Solid Waste Landfill,No,Closing,Permitted,Disposal,Solid Waste Facility,,III,6/7/2019,Estimated,Quarterly,400,Tons per day,1880930,10/31/2014,4721017,Cubic Yards,217,46,466,MSL,,,Alfred Worcester,Closing,Permitted,No,No,No,Yes,,,,1.10013E+11,34.7197,-120.52418,93437,Santa Barbara,Santa Barbara,Central Coast,Santa Barbara County (Unincorporated),Vandenberg AFB,Vandenberg Air Force Base,CA,93437,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-AA-0015,Tajiguas Res Rec Proj & Sanitary LF,Solid Waste Landfill,No,Active,Permitted,Disposal,Solid Waste Facility,,III,1/1/2036,Estimated,Monthly,1500,Tons per day,4336335,3/1/2016,23300000,Cubic Yards,357,118,620,MSL,,,Gina Weber,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,34.48151,-120.1264,93117,Santa Barbara,Santa Barbara,Central Coast,Goleta,14470 Calle Real,Goleta,CA,93117,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-AA-0015,Tajiguas Res Rec Proj & Sanitary LF,Large Volume In-Vessel Digestion Facility,No,Planned,Permitted,In-Vessel Digestion,Solid Waste Facility,,,,,Monthly,,,,,,,,,,,,,Gina Weber,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,34.48151,-120.1264,93117,Santa Barbara,Santa Barbara,Central Coast,Goleta,14470 Calle Real,Goleta,CA,93117,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-AA-0015,Tajiguas Res Rec Proj & Sanitary LF,Composting Facility (Mixed),No,Planned,Permitted,Composting,Solid Waste Facility,,,,,None,,,,,,,,,,,,,Gina Weber,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,34.48151,-120.1264,93117,Santa Barbara,Santa Barbara,Central Coast,Goleta,14470 Calle Real,Goleta,CA,93117,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-AA-0015,Tajiguas Res Rec Proj & Sanitary LF,Chipping and Grinding Facility/Operation,No,Active,Permitted,Composting,Solid Waste Facility,,,,,Quarterly,,,,,,,,,,,,,Gina Weber,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,34.48151,-120.1264,93117,Santa Barbara,Santa Barbara,Central Coast,Goleta,14470 Calle Real,Goleta,CA,93117,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-AA-0015,Tajiguas Res Rec Proj & Sanitary LF,Large Volume Transfer/Processing Facility,No,Planned,Permitted,Transfer/Processing,Solid Waste Facility,,,,,Monthly,,,,,,,,,,,,,Gina Weber,Active,Permitted,No,No,No,Yes,,,,1.10018E+11,34.48151,-120.1264,93117,Santa Barbara,Santa Barbara,Central Coast,Goleta,14470 Calle Real,Goleta,CA,93117,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-CR-0014,Santa Ynez Airport Landfill,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Semi-annual,0,,0,,0,,0,0,0,,0,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C1,,34.60738,-120.06786,93460,Santa Barbara,Santa Barbara,Central Coast,Santa Barbara County (Unincorporated),900 Airport Road,Santa Ynez,CA,93460,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-CR-0015,Ballard Canyon Road (2136),Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Semi-annual,0,,0,,0,,0,0,0,,0,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C1,,34.61268,-120.16023,93463,Santa Barbara,Santa Barbara,Central Coast,Santa Barbara County (Unincorporated),W Of Chalk Hill Rd,Santa Ynez,CA,93463,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-CR-0033,VAFB #11,Solid Waste Disposal Site          ,No,Closed,Not Currently Regulated,Disposal,Solid Waste Disposal Site,,,,,None,0,,0,,0,,0,0,0,,0,,Angela Gomez,Closed,Not Currently Regulated,No,Yes,No,No,,,C1,,34.7197,-120.52418,99999,Santa Barbara,Santa Barbara,Central Coast,Santa Barbara County (Unincorporated),Vandenberg Air Force Base,Vandenberg Air Force Base,CA,99999,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-CR-0047,Guadalupe - Peralta Street Dump,Solid Waste Disposal Site          ,No,Closed,Pre-regulations,Disposal,Solid Waste Disposal Site,,,,,Annual,0,,0,,0,,0,0,0,,0,,Angela Gomez,Closed,Pre-regulation,No,Yes,No,No,,,C3,,34.9712,-120.56718,93434,Santa Barbara,Santa Barbara,Central Coast,Guadalupe,"Peralta St., N Of 11th St,",Guadalupe,CA,93434,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
42-CR-0067,Gordon Property Illegal Dump,Solid Waste Disposal Site          ,No,Closed,Unpermitted,Disposal,Solid Waste Disposal Site,,,6/8/1998,Actual,None,0,,0,,0,,0,0,0,,0,,Angela Gomez,Closed,Unpermitted,No,Yes,No,No,,,C1,,35.60738,-121.11719,93428,Santa Barbara,San Luis Obispo,Central Coast,Santa Barbara,"Clark Road, San Maria",Santa Barbara,CA,93428,County of Santa Barbara,"Public Health Department,  Environmental Health Services Division",County of Santa Barbara,"Public Health Department,  Environmental Health Services Division"
43-AA-0017,South Valley Organic Composting Facility,Composting Facility (Mixed),No,Active,Permitted,Composting,Solid Waste Facility,,,,,Monthly,750,Tons per day,,,450,Tons per day,46,,,,,,Eric Kiruja,Active,Permitted,No,No,No,No,,,,,36.99739,-121.47864,95020,Santa Clara,Bay Area,Central Coast,Gilroy,3675 Pacheco Pass Road,Gilroy,CA,95020,County of Santa Clara,"Department of Environmental Health,  Hazardous Material Compliance Division",County of Santa Clara,"Department of Environmental Health,  Hazardous Material Compliance Division"
43-AA-0017,South Valley Organic Composting Facility,Research Composting Operation    ,No,Closed,Notification,Composting,Solid Waste Operation,,,,,None,5000,Cubic Yards,,,5000,Cubic Yards,0.5,,,,,,Eric Kiruja,Active,Permitted,No,No,No,No,,,,,36.99739,-121.47864,95020,Santa Clara,Bay Area,Central Coast,Gilroy,3675 Pacheco Pass Road,Gilroy,CA,95020,County of Santa Clara,"Department of Environmental Health,  Hazardous Material Compliance Division",County of Santa Clara,"Department of Environmental Health,  Hazardous Material Compliance Division"
